Customer Id,Location,Product Type,Product Warranty(months),Extended Warranty Service,Gender,Year of Purchase,,price in dollars,Age,service done in warranty period,service done outside warranty period
15682048,EUR,Dell Premier KM717 Wireless Keyboard and Mouse,12,36,Female,2014,,2610,20,0,2
15746902,SAR,Dell Premier KM717 Wireless Keyboard and Mouse,12,12,Male,2015,,2626,30,1,1
15752081,WPR,Dell Premier KM717 Wireless Keyboard and Mouse,12,24,Female,2015,,2450,27,2,2
15781307,SAR,Dell Premier KM717 Wireless Keyboard and Mouse,12,0,Male,2014,,2548,20,3,2
15775912,SEAR,Chromebook 13,12,0,Male,2015,,2750,30,5,1
15745417,WPR,Chromebook 14,12,24,Male,2014,,2755,40,0,0
15671256,AFR,Dell Premier KM717 Wireless Keyboard and Mouse,12,0,Female,2017,,2446,23,2,1
15653547,AMR-N,Elitebook 1030,12,12,Male,2018,,2832,45,5,0
15595766,AMR-S,Elitebook 1040,12,36,Male,2014,,2545,34,5,1
15742358,AFR,Dell Premier KM717 Wireless Keyboard and Mouse,12,12,Male,2018,,2701,56,4,2
15763274,AMR-N,Dell Premier KM717 Wireless Keyboard and Mouse,12,36,Male,2014,,2452,23,1,2
15786063,AMR-S,Inspiron 14 3421    ,12,12,Female,2017,,2419,34,0,1
15600258,EMR,Dell Premier KM717 Wireless Keyboard and Mouse,12,48,Male,2016,,2692,23,3,3
15573318,EMR-M,Latitude 15 3000 series 3550  ,12,36,Male,2016,,2759,26,2,3
15653849,EUR,Latitude 3180,12,0,Female,2016,,2519,57,3,0
15694272,SAR,Latitude 3560  ,12,24,Male,2017,,2679,89,2,1
15736112,SEAR,Latitude 5480,12,0,Female,2015,,2834,34,5,3
15749851,WPR,Latitude 5490,12,36,Female,2014,,2523,56,4,0
15663478,AMR-S,Dell Premier KM717 Wireless Keyboard and Mouse,12,48,Male,2015,,2708,35,2,3
15592300,EMR,Latitude D520,12,0,Male,2014,,2671,45,5,2
15567832,EMR-M,Alienware 15,12,24,Female,2017,,3100,26,3,2
15776780,EUR,Dell Premier KM717 Wireless Keyboard and Mouse,12,36,Male,2018,,2484,45,4,3
15592846,SAR,Dell Premier KM717 Wireless Keyboard and Mouse,12,48,Male,2014,,2676,46,2,1
15739803,SEAR,Alienware 17,12,36,Male,2018,,2950,25,2,1
15794142,WPR,Dell Premier KM717 Wireless Keyboard and Mouse,12,12,Female,2015,,2795,37,3,3
15762729,EMR-M,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2014,,2643,38,3,1
15667896,EUR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2015,,2783,36,0,1
15802593,SAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2015,,2570,35,4,2
15615457,SEAR,Dell USB 3.0 Docking Station - D3100,12,12,Female,2014,,2883,39,1,0
15708916,WPR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2015,,2623,40,5,1
15720187,AFR,Dell Premier KM717 Wireless Keyboard and Mouse,12,36,Female,2014,,2854,47,1,1
15600651,AMR-S,Latitude 3440 ,12,48,Male,2016,,2413,50,4,1
15750141,EMR,Dell Premier KM717 Wireless Keyboard and Mouse,12,36,Female,2017,,2511,51,0,1
15657284,EMR-M,Dell Premier KM717 Wireless Keyboard and Mouse,12,12,Male,2015,,2606,52,3,1
15763063,EUR,Dell Premier KM717 Wireless Keyboard and Mouse,12,24,Female,2014,,2447,53,0,1
15709324,SAR,Dell Premier KM717 Wireless Keyboard and Mouse,12,0,Male,2015,,2401,29,3,0
15711309,WPR,Chromebook 13,12,0,Male,2014,,2645,31,5,2
15775318,SAR,Chromebook 14,12,24,Female,2015,,2664,30,2,3
15634844,WPR,Elitebook 1030,12,12,Male,2015,,2674,31,5,1
15717046,AFR,Elitebook 1040,12,36,Male,2017,,2833,32,2,2
15800440,EMR,Inspiron 14 3421    ,12,12,Male,2015,,2426,34,5,1
15665956,AMR-S,Latitude 15 3000 series 3550  ,12,36,Female,2015,,2739,35,4,1
15788126,EMR-M,Latitude 3180,12,0,Female,2014,,2420,38,1,3
15811773,EUR,Latitude 3560  ,12,24,Male,2016,,2863,40,1,3
15651674,SAR,Latitude 5480,12,0,Female,2016,,2759,55,4,2
15689614,WPR,Latitude 5490,12,36,Female,2017,,2605,50,0,0
15795564,SAR,Latitude 3180,12,0,Male,2015,,2796,45,5,2
15706647,SEAR,Latitude 3560  ,12,24,Male,2014,,2520,59,4,1
15728505,WPR,Latitude 5480,12,0,Male,2015,,2530,28,1,2
15730076,AFR,Latitude 5490,12,36,Male,2014,,2678,30,0,0
15622003,AMR-N,Dell Premier KM717 Wireless Keyboard and Mouse,12,48,Male,2017,,2724,31,5,1
15607312,AMR-S,Latitude D520,12,0,Female,2018,,2878,32,5,0
15644753,AFR,Alienware 15,12,24,Male,2014,,2950,26,5,0
15653620,AMR-N,Dell Premier KM717 Wireless Keyboard and Mouse,12,36,Female,2018,,2842,34,4,2
15761986,AMR-S,Dell Premier KM717 Wireless Keyboard and Mouse,12,48,Female,2015,,2864,29,4,2
15633922,EMR,Alienware 17,12,36,Male,2014,,2625,30,1,1
15837772,EMR-M,Dell PowerEdge T30 Server,36,36,Female,2015,,2546,28,1,3
15734674,EMR-M,Dell Premier KM717 Wireless Keyboard and Mouse,12,12,Female,2017,,2622,30,0,3
15658032,EUR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2014,,2742,31,0,0
15692671,AMR-S,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2014,,2726,32,0,2
15737741,EMR-M,Dell MS 116 Wired Optical Mouse,36,0,Female,2018,,2606,32,0,2
15576352,EUR,Dell Premier KM717 Wireless Keyboard and Mouse,12,36,Female,2015,,2823,32,3,3
15753719,SAR,Dell MS 116 Wired Optical Mouse,12,24,Female,2014,,2565,31,0,1
15803689,WPR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2015,,2421,30,0,2
15718057,SAR,Dell USB 3.0 Docking Station - D3100,12,12,Female,2017,,2731,30,3,0
15722010,SEAR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2014,,2823,31,0,2
15680998,WPR,Dell Premier KM717 Wireless Keyboard and Mouse,12,36,Male,2015,,2828,29,0,3
15614782,AFR,Latitude 3180,12,0,Male,2015,,2582,28,2,0
15591047,AMR-N,Latitude 3560  ,12,24,Female,2014,,2819,27,3,0
15788291,EMR,Latitude 5480,12,24,Female,2015,,2743,20,0,1
15604044,EMR-M,Latitude 5490,12,12,Male,2014,,2607,33,2,1
15775153,AMR-S,Latitude D520,12,0,Male,2016,,2448,34,1,3
15603925,EMR-M,Alienware 15,12,0,Female,2017,,3100,30,5,2
15697183,SAR,Dell Premier KM717 Wireless Keyboard and Mouse,12,0,Male,2016,,2715,32,2,1
15567446,WPR,Alienware 17,12,36,Male,2015,,2775,20,2,2
15683503,WPR,Opitplex 320,36,48,Female,2014,,2534,26,5,3
15645569,WPR,Optilex 750,36,36,Female,2014,,2500,29,2,3
15782569,SAR,Optiplex 210L,36,0,Female,2014,,2655,20,2,2
15592387,EMR-M,Optiplex 270,36,36,Male,2014,,2890,30,3,2
15609286,EUR,Optiplex 270,36,0,Male,2015,,2402,27,5,0
15609510,SAR,Dell 22 Monitor - P2219H,36,0,Male,2015,,1475,55,0,3
15750658,SEAR,Dell 22 Monitor - P2219H,36,0,Male,2017,,1460,38,4,3
15586585,WPR,Dell Monitor?E2216HV),36,24,Female,2016,,2562,40,2,3
15640865,WPR,Dell PowerEdge R440 Rack Server,36,36,Female,2015,,1390,34,0,2
15603203,AMR-N,Vostro 1540 ,24,36,Female,2016,,2597,45,4,3
15660271,EMR-M,Dell MS111,24,36,Male,2018,,2736,34,2,2
15719352,SAR,Vostro 1510,12,36,Male,2018,,2740,56,0,1
15766575,SEAR,Vostro 1510,12,48,Female,2016,,2419,23,3,2
15594594,WPR,Dell Km117 Wireless Keyboard Mouse,12,24,Male,2014,,2629,34,1,2
15646161,EUR,Dell PowerEdge T430 Tower Server,36,36,Female,2015,,2628,23,2,2
15773456,SEAR,Xps 15,12,24,Male,2017,,2455,26,1,2
15658532,WPR,Dell 22 Monitor - P2219H,36,24,Female,2015,,1525,38,3,3
15604119,AFR,Chromebook 14,12,24,Male,2017,,2803,89,1,1
15626900,AMR-N,Dell 22 Monitor - P2219H,36,24,Male,2018,,1325,58,3,3
15605447,AMR-N,Dell 22 Monitor - P2219H,36,0,Male,2018,,1325,47,2,2
15712403,AMR-S,Dell Monitor?E2216HV),36,0,Female,2015,,2422,35,0,2
15657386,EMR,Dell PowerEdge R440 Rack Server,36,12,Female,2015,,1390,26,0,1
15718673,EMR-M,Vostro 1540 ,24,12,Female,2018,,2461,26,4,1
15738181,SAR,Alienware 15,12,24,Male,2014,,3000,26,5,3
15837773,EMR,Dell PowerEdge T30 Server,36,12,Female,2015,,2882,28,2,3
15583725,AMR-S,Alienware 17,12,36,Male,2018,,2950,25,5,3
15784844,EUR,Opitplex 320,36,0,Male,2016,,2833,53,5,3
15809663,SEAR,Dell MS 116 Wired Optical Mouse,12,0,Female,2016,,2488,29,3,3
15640078,WPR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2014,,2880,31,4,1
15698786,EMR-M,Dell MS 116 Wired Optical Mouse,12,24,Female,2015,,2403,30,2,1
15569807,EUR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2014,,2565,31,5,0
15730830,SAR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2016,,2780,32,2,3
15730447,SEAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2018,,2883,34,2,2
15813850,WPR,Dell USB 3.0 Docking Station - D3100,12,12,Male,2015,,2725,35,1,0
15711889,AFR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2014,,2788,38,1,1
15692926,EMR,Latitude 3440 ,12,48,Male,2014,,2876,40,0,0
15837775,WPR,Dell PowerEdge T30 Server,36,24,Male,2015,,2626,27,1,1
15592937,SAR,Chromebook 13,12,0,Female,2018,,2660,50,4,3
15699637,SEAR,Chromebook 14,12,24,Male,2015,,2446,45,3,1
15788659,AFR,Elitebook 1030,12,12,Male,2015,,2654,59,3,3
15763218,AMR-N,Elitebook 1040,12,36,Female,2017,,2537,28,1,0
15575024,AMR-N,Inspiron 14 3421    ,12,12,Male,2018,,2855,30,0,1
15662397,EMR-M,Latitude 15 3000 series 3550  ,12,36,Female,2014,,2804,31,2,2
15576368,EUR,Latitude 3180,12,0,Female,2015,,2899,32,1,3
15674991,SAR,Latitude 3560  ,12,24,Male,2017,,2593,33,4,1
15721024,WPR,Latitude 5480,12,0,Male,2014,,2434,34,4,2
15745621,SAR,Latitude 5490,12,36,Female,2015,,2800,29,0,1
15754605,WPR,Latitude D520,12,0,Female,2014,,2470,29,0,3
15607040,AFR,Alienware 15,12,24,Female,2015,,3000,29,2,3
15668886,AFR,Alienware 17,12,36,Female,2016,,2635,25,4,1
15613880,AMR-S,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2018,,2730,31,3,1
15775238,EMR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2016,,2836,32,3,3
15801277,EMR-M,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2014,,2663,32,4,2
15579334,EUR,Dell USB 3.0 Docking Station - D3100,12,12,Female,2014,,2708,32,5,3
15802741,SAR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2014,,2849,31,0,2
15688251,SEAR,Latitude 3440 ,12,48,Male,2014,,2458,30,3,1
15727299,EMR-M,Chromebook 13,12,0,Male,2016,,2405,30,1,1
15620204,EUR,Optilex 750,36,36,Female,2016,,2803,31,1,1
15669516,AMR-S,Optiplex 210L,36,0,Male,2017,,2564,29,5,0
15736534,EMR-M,Optiplex 270,36,36,Male,2014,,2832,28,4,3
15803457,EUR,Optiplex 270,36,0,Female,2018,,2560,27,2,0
15580148,WPR,Dell Monitor?E2216HV),36,24,Male,2015,,2885,20,4,2
15686611,WPR,Dell PowerEdge R440 Rack Server,36,0,Male,2016,,1390,28,3,2
15773809,SAR,Vostro 1540 ,24,36,Male,2018,,2588,34,3,1
15722548,AFR,Dell MS111,24,36,Male,2018,,2467,35,0,1
15629448,AMR-S,Vostro 1510,12,36,Male,2018,,2710,32,4,3
15716164,SEAR,Vostro 1510,12,48,Female,2018,,2584,22,2,3
15807609,EUR,Dell Km117 Wireless Keyboard Mouse,12,24,Female,2018,,2529,26,4,1
15578977,SAR,Dell PowerEdge T430 Tower Server,36,36,Male,2018,,2869,29,5,1
15653780,WPR,Xps 15,12,24,Female,2017,,2812,20,4,0
15578761,SAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,12,Female,2017,,2897,30,2,0
15736879,SEAR,Dell USB 3.0 Docking Station - D3100,12,0,Male,2018,,2786,27,5,2
15571973,WPR,Dell KB216 Wired Multimedia USB Keyboard,12,12,Female,2017,,2584,20,5,1
15744607,WPR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2015,,2530,30,4,1
15612966,AFR,Dell MS111,24,24,Female,2016,,2862,40,0,2
15794278,AMR-N,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2018,,2775,23,1,1
15766741,EMR,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2018,,2540,45,5,2
15661036,AMR-N,15 r inspiron ,36,48,Male,2017,,2709,34,3,1
15705639,AMR-S,Latitude 3440 ,12,48,Female,2016,,2869,56,5,1
15837774,AFR,Dell PowerEdge T30 Server,36,12,Male,2014,,2493,25,2,1
15670755,WPR,Chromebook 13,12,0,Male,2016,,2806,34,4,2
15587535,WPR,Elitebook 1030,12,12,Female,2017,,2599,23,5,0
15813034,AFR,Elitebook 1040,12,36,Male,2018,,2778,26,5,3
15634245,SAR,Inspiron 14 3421    ,12,12,Female,2016,,2602,57,4,3
15661526,WPR,Latitude 15 3000 series 3550  ,12,36,Male,2014,,2423,89,2,2
15685997,AFR,Latitude 3180,12,0,Female,2015,,2503,34,5,3
15660101,AMR-N,Latitude 3560  ,12,24,Male,2017,,2730,56,0,1
15637979,EMR,Latitude 5480,12,0,Female,2016,,2737,23,0,0
15815364,EMR-M,Latitude 5490,12,36,Female,2018,,2496,34,3,0
15625944,AMR-S,Latitude D520,12,0,Male,2018,,2473,23,4,2
15583212,EMR-M,Alienware 15,12,24,Female,2015,,3000,21,3,1
15622750,WPR,Alienware 17,12,36,Female,2017,,2800,25,0,1
15810864,WPR,Opitplex 320,36,0,Female,2018,,2602,89,1,3
15677921,WPR,Optilex 750,36,36,Male,2015,,2601,34,3,2
15724296,SAR,Optiplex 210L,36,24,Male,2014,,2764,56,1,1
15685329,SEAR,Optiplex 270,36,24,Female,2015,,2712,35,3,3
15639314,AMR-N,Dell Monitor?E2216HV),36,24,Male,2015,,2690,45,4,3
15685320,AMR-S,Dell PowerEdge R440 Rack Server,36,0,Male,2015,,1390,37,5,0
15789158,SEAR,Vostro 1540 ,24,36,Male,2014,,2563,45,3,0
15628936,WPR,Dell MS111,24,24,Male,2016,,2559,46,1,2
15769974,SEAR,Vostro 1510,12,48,Female,2017,,2804,52,4,2
15737051,WPR,Vostro 1510,12,36,Male,2018,,2885,53,4,2
15585595,WPR,Dell Km117 Wireless Keyboard Mouse,12,24,Female,2016,,2734,29,4,0
15654060,SAR,Dell PowerEdge T430 Tower Server,36,12,Male,2015,,2734,31,2,0
15605284,SEAR,Xps 15,12,24,Male,2014,,2714,30,2,3
15787071,EUR,Dell 22 Monitor - P2219H,36,0,Male,2017,,1400,57,4,1
15600739,SAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,36,Female,2014,,2828,32,5,1
15653253,WPR,Dell USB 3.0 Docking Station - D3100,12,12,Male,2015,,2475,34,5,0
15763431,SAR,Dell KB216 Wired Multimedia USB Keyboard,12,12,Male,2014,,2446,23,5,2
15776807,WPR,Dell MS 116 Wired Optical Mouse,36,0,Male,2016,,2483,45,5,3
15686870,AFR,Dell MS 116 Wired Optical Mouse,36,0,Male,2016,,2661,34,3,0
15766908,AMR-N,Dell MS111,24,12,Male,2017,,2601,56,4,2
15570134,EMR,Dell MS 116 Wired Optical Mouse,36,12,Female,2014,,2630,23,4,2
15567367,AMR-N,Dell MS 116 Wired Optical Mouse,36,12,Female,2018,,2623,34,4,3
15747542,AMR-S,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2015,,2674,23,2,2
15762238,EMR,Dell MS111,24,24,Female,2017,,2497,26,0,0
15712825,EUR,Dell Km117 Wireless Keyboard Mouse,12,0,Female,2018,,2631,57,3,1
15640280,SAR,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2015,,2535,89,0,1
15756026,WPR,15 r inspiron ,36,48,Female,2018,,2459,34,5,1
15613319,SAR,Latitude 3440 ,12,48,Female,2016,,2401,56,5,0
15837776,WPR,Dell PowerEdge T30 Server,36,12,Male,2018,,2659,25,1,0
15649992,AMR-S,Chromebook 13,12,0,Male,2017,,2760,34,2,0
15578980,EMR,Chromebook 14,12,24,Female,2018,,2834,23,4,3
15641655,EUR,Elitebook 1030,12,12,Female,2018,,2685,26,1,3
15619708,SAR,Elitebook 1040,12,36,Male,2018,,2438,57,5,1
15591969,EMR-M,Inspiron 14 3421    ,12,12,Male,2015,,2854,89,2,1
15596939,SAR,Latitude 15 3000 series 3550  ,12,36,Male,2018,,2667,34,1,0
15716155,SEAR,Latitude 3180,12,0,Female,2017,,2769,56,5,2
15765311,WPR,Latitude 3560  ,12,24,Male,2018,,2460,35,1,1
15757811,SEAR,Latitude 5480,12,0,Female,2017,,2757,45,4,0
15603830,WPR,Latitude 3440 ,12,48,Male,2018,,2419,27,2,1
15639788,EMR-M,Chromebook 13,12,0,Female,2018,,2664,28,2,1
15695846,EUR,Chromebook 14,12,24,Female,2015,,2530,29,1,3
15797964,SEAR,Elitebook 1030,12,12,Female,2018,,2521,31,1,2
15625881,WPR,Elitebook 1040,12,36,Male,2017,,2834,30,0,2
15585036,AFR,Inspiron 14 3421    ,12,12,Female,2016,,2540,31,5,1
15589488,AMR-N,Inspiron 14 3421    ,12,48,Female,2017,,2880,32,1,1
15585888,SAR,Latitude 15 3000 series 3550  ,12,36,Female,2018,,2647,34,5,2
15727915,SEAR,Latitude 3180,12,0,Male,2018,,2776,35,5,2
15707567,WPR,Latitude 3560  ,12,24,Male,2017,,2603,38,3,2
15737792,AFR,Latitude 5480,12,0,Female,2016,,2747,40,2,3
15599433,WPR,Latitude 5490,12,36,Male,2016,,2660,55,3,3
15672012,AMR-S,Latitude 5490,12,48,Female,2016,,2720,50,3,0
15806983,EMR,Latitude D520,12,0,Male,2017,,2564,45,2,0
15592222,EMR-M,Alienware 15,12,24,Male,2016,,3060,27,2,2
15608968,EUR,Latitude 5480,12,36,Male,2016,,2637,28,3,1
15586959,SAR,Latitude 3180,12,48,Female,2016,,2870,30,4,3
15646558,SEAR,Alienware 17,12,36,Male,2017,,2825,26,2,2
15725811,WPR,Latitude D520,12,12,Male,2014,,2452,32,4,3
15572265,EMR-M,Latitude 3180,12,24,Male,2018,,2415,33,1,0
15794048,EUR,Opitplex 320,36,0,Female,2015,,2711,25,1,2
15677610,SAR,Optilex 750,36,36,Female,2017,,2429,27,1,0
15837775,AFR,Dell PowerEdge T30 Server,36,12,female,2014,,2614,36,3,0
15745012,SEAR,Optiplex 210L,36,24,Female,2018,,2600,33,1,2
15601589,WPR,Optiplex 270,36,24,Female,2015,,2562,34,1,2
15686436,SEAR,Latitude 3440 ,12,12,Male,2018,,2746,35,0,2
15693864,EMR,Latitude 3440 ,12,24,Female,2016,,2882,32,3,0
15760550,AMR-N,Dell Monitor?E2216HV),36,24,Male,2014,,2852,22,3,3
15686137,AMR-S,Dell PowerEdge R440 Rack Server,36,0,Male,2015,,1390,29,0,1
15809087,EMR-M,Vostro 1540 ,24,36,Male,2017,,2567,29,3,1
15807663,EUR,Latitude 3440 ,12,36,Male,2018,,2432,20,4,0
15794916,WPR,Dell MS111,24,24,Male,2018,,2899,30,5,0
15805449,SEAR,Vostro 1510,12,48,Male,2015,,2511,27,4,3
15686983,WPR,Vostro 1510,12,36,Female,2016,,2815,20,3,0
15808017,EMR-M,Dell Km117 Wireless Keyboard Mouse,12,24,Male,2018,,2642,30,1,2
15756804,EUR,Dell PowerEdge T430 Tower Server,36,12,Female,2017,,2952,40,0,2
15613085,EUR,Dell 22 Monitor - P2219H,36,24,Female,2017,,1400,42,2,2
15803764,SAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,36,Male,2018,,2725,45,0,2
15674840,SEAR,Dell USB 3.0 Docking Station - D3100,12,12,Female,2017,,2629,34,3,2
15653762,EMR-M,Dell KB216 Wired Multimedia USB Keyboard,12,12,Female,2016,,2644,56,0,1
15591711,SAR,Dell MS111,24,24,Male,2017,,2451,34,4,0
15702968,EMR-M,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2018,,2847,23,2,2
15600462,EUR,Dell Km117 Wireless Keyboard Mouse,12,0,Female,2015,,2656,26,3,3
15768104,SAR,15 r inspiron ,36,48,Male,2015,,2836,57,5,3
15780140,SEAR,Latitude 3440 ,12,48,Male,2017,,2408,89,0,0
15733119,EMR,Chromebook 13,12,0,Male,2016,,2791,34,3,0
15782390,EMR-M,Chromebook 14,12,24,Female,2014,,2805,56,3,1
15632210,AMR-S,Elitebook 1030,12,12,Male,2017,,2637,35,0,3
15792388,SAR,Inspiron 14 3421    ,12,12,Female,2018,,2438,45,4,0
15794580,SAR,Latitude 15 3000 series 3550  ,12,0,Male,2015,,2852,26,5,3
15675964,SEAR,Latitude 3180,12,0,Female,2016,,2683,25,2,1
15814275,WPR,Latitude 3560  ,12,24,Male,2017,,2619,26,0,0
15724848,WPR,Latitude 5480,12,0,Female,2014,,2738,23,5,3
15754713,SAR,Latitude 5490,12,12,Male,2018,,2576,45,5,1
15693814,EUR,Latitude D520,12,0,Male,2015,,2538,55,0,0
15599660,SAR,Latitude D520,12,0,Male,2017,,2893,54,3,3
15746490,SEAR,Alienware 15,12,24,Female,2014,,2900,20,1,0
15566091,EMR-M,Latitude D520,12,36,Female,2018,,2422,34,5,3
15655961,EUR,Optilex 750,36,48,Male,2015,,2647,67,4,3
15710404,SAR,Alienware 17,12,36,Male,2015,,2800,25,1,2
15775625,SEAR,Optilex 750,36,12,Male,2017,,2483,26,0,3
15792328,WPR,Optiplex 210L,36,24,Male,2014,,2589,35,1,0
15719856,WPR,Opitplex 320,36,0,Female,2018,,2646,36,1,0
15593773,WPR,Optilex 750,36,36,Male,2015,,2623,37,5,2
15733114,AFR,Optiplex 210L,36,24,Male,2018,,2471,38,4,0
15797748,AMR-N,Optiplex 270,36,24,Male,2016,,2853,34,5,3
15743411,EMR,Optiplex 270,36,12,Male,2014,,2699,35,5,3
15753337,EMR-M,Optilex 750,36,24,Male,2015,,2434,36,5,1
15601026,EUR,Optiplex 210L,36,24,Female,2018,,2507,37,2,2
15658485,EMR-M,Dell Km117 Wireless Keyboard Mouse,36,24,Female,2015,,2592,26,4,0
15590876,SEAR,Dell MS111,24,36,Female,2015,,2554,27,5,2
15790782,WPR,Vostro 1510,12,48,Male,2018,,2832,28,2,3
15700476,WPR,Vostro 1510,12,36,Male,2015,,2746,27,0,0
15634141,SAR,Vostro 1510,12,48,Female,2018,,2765,26,2,3
15737795,EUR,Dell Km117 Wireless Keyboard Mouse,12,24,Male,2016,,2713,37,1,0
15790299,SAR,Dell PowerEdge T430 Tower Server,36,36,Male,2014,,2868,38,2,0
15675316,SEAR,Vostro 1510,12,12,Female,2015,,2896,34,0,0
15613630,EMR-M,Vostro 1510,12,24,Male,2018,,2789,35,2,3
15662100,WPR,Xps 15,12,12,Female,2015,,2698,36,0,3
15668032,AFR,Xps 15,12,24,Female,2016,,2885,37,1,2
15599289,AMR-N,Dell 22 Monitor - P2219H,36,0,Female,2017,,1350,59,2,2
15754084,AMR-S,Chromebook 14,12,24,Male,2014,,2794,27,4,0
15676521,EMR,Dell 22 Monitor - P2219H,36,24,Female,2018,,1325,38,5,0
15676519,EMR-M,Dell 22 Monitor - P2219H,36,24,Male,2015,,1475,39,0,1
15640454,EUR,Dell PowerEdge R440 Rack Server,36,24,Male,2014,,1390,25,3,2
15686776,SAR,Dell PowerEdge R440 Rack Server,36,36,Female,2016,,1390,36,4,1
15709295,WPR,Dell Monitor?E2216HV),36,0,Female,2018,,2428,26,5,2
15718944,SAR,Dell PowerEdge R440 Rack Server,36,12,Male,2016,,1390,28,3,0
15741336,SEAR,Vostro 1540 ,12,12,Female,2018,,2512,56,1,2
15783659,WPR,Vostro 1540 ,12,12,Male,2016,,2588,23,0,1
15620981,AFR,Alienware 15,12,24,Female,2017,,3040,20,1,3
15630328,AMR-N,Vostro 1540 ,12,36,Female,2014,,2673,23,0,3
15785899,AMR-S,Vostro 1540 ,12,48,Male,2018,,2757,26,1,0
15606149,EMR,Alienware 17,12,36,Female,2015,,2750,21,3,1
15671139,EMR-M,Vostro 1510,12,12,Male,2018,,2557,89,4,2
15660429,EUR,Opitplex 320,36,24,Female,2015,,2543,34,3,0
15571002,SAR,Opitplex 320,36,0,Female,2018,,2666,56,3,3
15731522,WPR,Dell MS 116 Wired Optical Mouse,12,0,Female,2015,,2433,35,3,2
15619529,AMR-S,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Male,2018,,2609,45,4,2
15731815,SEAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,0,Male,2014,,2401,27,2,1
15580956,WPR,Dell MS 116 Wired Optical Mouse,12,0,Female,2018,,2610,28,1,3
15602084,EMR-M,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2015,,2466,29,5,3
15589805,EUR,Dell USB 3.0 Docking Station - D3100,12,12,Female,2018,,2729,31,2,3
15801488,SEAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,0,Male,2015,,2502,30,2,3
15605918,WPR,Dell MS 116 Wired Optical Mouse,12,24,Male,2018,,2588,31,4,1
15779711,AFR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2018,,2624,32,3,2
15705620,AMR-N,Dell USB 3.0 Docking Station - D3100,12,12,Male,2015,,2497,34,2,1
15685357,AMR-S,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2018,,2782,35,0,0
15570060,EMR,Dell USB 3.0 Docking Station - D3100,12,0,Female,2016,,2557,38,0,3
15582616,EMR-M,Dell USB 3.0 Docking Station - D3100,12,12,Female,2017,,2537,40,2,1
15792360,SEAR,Dell MS111,24,24,Male,2015,,2504,55,0,1
15756475,AMR-N,Dell KB216 Wired Multimedia USB Keyboard,12,24,Male,2018,,2835,50,2,1
15655339,AMR-N,Dell MS111,24,24,Male,2018,,2885,45,5,3
15613749,EMR,Dell USB 3.0 Docking Station - D3100,12,24,Male,2015,,2520,59,2,2
15664521,AMR-N,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2018,,2611,28,4,0
15681206,AMR-S,Dell Km117 Wireless Keyboard Mouse,12,0,Female,2015,,2747,30,3,2
15745527,EMR,15 r inspiron ,36,24,Male,2018,,2589,31,1,0
15806926,EMR-M,Dell Dual Video USB 3.0 Docking Station - D1000,12,12,Female,2018,,2794,32,1,1
15724563,EUR,Dell USB 3.0 Docking Station - D3100,12,0,Female,2015,,2521,33,2,2
15782899,SAR,Dell KB216 Wired Multimedia USB Keyboard,12,12,Female,2015,,2744,25,4,3
15623521,WPR,15 r inspiron ,36,24,Male,2018,,2418,27,4,3
15810218,SAR,15 r inspiron ,36,12,Male,2018,,2645,20,3,0
15645621,SEAR,Dell MS 116 Wired Optical Mouse,36,36,Male,2015,,2730,33,1,3
15608114,WPR,Dell MS 116 Wired Optical Mouse,36,0,Male,2018,,2712,34,1,2
